38882,195
39812,195
42832,298
42811,339
42843,339
42739,407
41888,407
42825,407
42738,407
42740,407
42776,441
38881,441
42743,482
42775,607
42829,607
36417,620
36734,862
42052,891
42814,1073
38996,1073
42818,1084
42813,1084
42842,1291
42816,1291
42098,1291
36376,1312
42315,1442
42812,1486
42747,1543
42745,1553
42744,1553
42097,1887
42746,1897
42820,1897
42819,1897
42826,1897
42824,1897
42741,1897
42742,1897
42844,1897
42845,1897
42817,1897
42840,1897
42841,1897
42808,1897
